product_name,brands,categories,energy_kj,saturated_fat_g,sugars_g,salt_g,proteins_g,fiber_g,fruit_veg_pct,nutri_score_value,nutri_score_label,green_score_value,ecoscore_grade,url,wsm_score,wsm_class
Fusilli Blé complet,Carrefour,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Cereal pastas, Dry pastas, Durum wheat pasta, Dried wholemeal pasta, Fusilli, fr:Fusilli complets, es:fusilli-de-trigo-duro",1525.0,0.4,3.0,0.0,13.0,6.0,0.0,-4,A,85,A,https://world.openfoodfacts.org/product/3560070825493,85.556,A
Linguine n° 7,De Cecco,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Pastas alimenticias,en:Cereal pastas,Pasta seca,Pasta de trigo duro,en:Dry durum wheat pasta,Linguine",1469.0,0.3,3.4,0.01,14.0,2.9,0.0,-1,A,74,B,https://world.openfoodfacts.org/product/8001250120076,77.222,B
473396 LTAPES POT moodle CHICKEN & MUSHROOM FLAVOU,Pot Noodle,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, en:soups",596.0,2.8,1.1,0.63,3.2,1.2,2.825,5,C,52,C,https://world.openfoodfacts.org/product/5000118203503,65.556,C
Torsades au blé complet,"Marque Repère, Turini","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes alimentaires de céréales,Pâtes sèches,Pâtes de blé dur,Pâtes sèches au blé complet,Pâtes de blé dur complet,Fusilli,Torsades de blé complet",1426.0,0.5,3.0,0.0,11.0,7.5,0.0,-5,A,67,B,https://world.openfoodfacts.org/product/3564700674031,81.667,A
Couacous Dari,Dari,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Cereal semolinas, Wheat semolinas, Durum wheat semolinas, Durum wheat semolinas for couscous, en:pastas",1464.0,0.0,1.6,0.02,12.0,3.3,0.0,-1,A,70,B,https://world.openfoodfacts.org/product/6111094000228,77.222,B
Duck Flavour,Yum Yum,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fertiggerichte,Getrocknete Produkte,Teigwaren,Getrocknete Produkte zur Rehydrierung,Nudeln,Suppen,Getrocknete Fertiggerichte,Instant-Nudeln,Chinesische Nudeln,Instantsuppen,Instant Nudelsuppen,en:Dehydrated Asian-style soup with noodles,en:Flavoured Asian noodles,en:Flavoured dehydrated Asian noodles",314.0,1.7,0.6,0.97,1.2,0.4,1.45,5,C,62,B,https://world.openfoodfacts.org/product/8852018101031,70.556,B
Tagliatelles aux œufs frais,Lustucru,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Nouilles, Pâtes aux œufs, Pâtes fraîches aux œufs, Nouilles aux oeufs, Tagliatelles aux œufs, Tagliatelles",1189.0,0.6,3.4,0.05,10.0,2.3,0.0,-1,A,70,B,https://world.openfoodfacts.org/product/3240931546353,77.222,B
Penne Rigate N°66,Rummo,"Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, Pasta, Paste alimentari di cereali, Pasta secca, Pasta di grano duro, en:Dry durum wheat pasta, Penne, Penne Rigate",1490.0,0.3,3.1,0.01,14.5,2.9,0.0,-2,A,71,B,https://world.openfoodfacts.org/product/8008343200660,78.333,A
Poulet🐔 au Curry et Noix de Coco 🥥,"WW,Weight Watchers","Condiments,Viandes et dérivés,Plats préparés,en:Specific products,Plats préparés à la viande,Plats à base de riz,Sauces,en:Meal sauces,Plats à la volaille,Réfrigérés,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Plats préparés réfrigérés,Poulets au curry,Produits sous license,Plats préparés à faible teneur en matières grasses",1205.0,1.6,2.5,0.6,6.3,1.1,24.2,4,C,18,E,https://world.openfoodfacts.org/product/3248832940539,56.667,D
Couscous Oriental légumes cuisinés et poulet émincé,"WW, Weight Watchers","Viandes et dérivés,Plats préparés,Frais,Plats préparés à la viande,Plats à base de semoule,Plats préparés frais,Plats à la volaille,Couscous préparés,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Couscous,Plats préparés à faible teneur en matières grasses,Plats préparés à réchauffer au bain-marie,Couscous au poulet",382.0,0.3,2.2,0.69,6.9,1.4,31.25,2,B,69,B,https://world.openfoodfacts.org/product/3248832940522,73.889,B
Cuisiné cappelletti,Céréal BIO,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Plats à base de pâtes, Pâtes farcies, Pates farcies aux légumes, Plats préparés à réchauffer au micro-ondes, Pâtes farcies au fromage, Plats préparés d'origine végétale",415.0,0.5,3.2,0.56,3.7,3.2,43.2,0,A,70,B,https://world.openfoodfacts.org/product/3175681061460,76.111,B
Le couscous à la marocaine,Fleury Michon,"Surgelés,Plats préparés,Plats à base de semoule,Couscous préparés,Couscous,Plats préparés à réchauffer au micro-ondes",599.0,1.8,2.8,0.72,8.2,1.3,32.38015572,2,B,70,B,https://world.openfoodfacts.org/product/3302740003868,73.889,B
Brandade de Morue parmentière 2 personnes,Pêcheries Basques,"Plats préparés, Plats préparés au poisson, Plats préparés à réchauffer au micro-ondes, Brandades de morue, Brandades de morue parmentière, Préparations à base de chair de poisson",638.0,1.1,0.5,0.8,6.6,0.0,2.497727273,3,C,15,E,https://world.openfoodfacts.org/product/3760002340456,57.778,D
"Risotto poulet & cèpes, crème fraîche, petits oignons",Fleury Michon,"Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats à la volaille,Risottos,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Risottos aux légumes,Risottos au poulet,Risottos aux champignons,Risottos aux cèpes",540.0,2.9,0.8,0.66,5.6,0.5,9.1,4,C,56,C,https://world.openfoodfacts.org/product/3302740606106,66.667,C
Penne au Poulet et au Pesto,Marie,"Meals, Pasta dishes, Meals with meat, Poultry meals, Meals with chicken, en:microwave-meals",778.0,1.5,1.6,0.65,8.0,1.2,10.825,3,C,35,D,https://world.openfoodfacts.org/product/3248832960209,62.778,C
St Jacques fondue de poireaux & Riz Basmati,Marie,"Meals,Meals with fish,Rice dishes,Fresh meals,Meals with shellfish,Microwave meals,Dishes with scallops,Leeks fondue,fr:Plats préparés à réchauffer au bain-marie,fr:Plats à base de mollusques",605.0,3.0,1.2,0.59,5.8,0.6,12.46,3,C,63,B,https://world.openfoodfacts.org/product/3248832967611,72.778,B
Emincés de boeuf sauce poivre & pommes de terre,Fleury Michon,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Condiments,Meats and their products,Beef and its products,Meals,Meats,Beef,Meals with meat,Sauces,Beef dishes,Microwave meals,Pepper sauces,fr:E",598.0,1.79,0.786,0.607,6.43,1.0,5.005259027,3,C,75,A,https://world.openfoodfacts.org/product/3302746964026,77.778,A
Le Filet de Poulet et ses Pommes de Terre à la Sarladaise,Fleury Michon,"Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Plats préparés à réchauffer au micro-ondes",629.0,1.8,0.9,0.8,10.0,1.3,1.462585449,1,B,30,D,https://world.openfoodfacts.org/product/3302748427024,65.0,C
Paëlla royale aux petites gambas et au safran,Marie,"Produits de la mer,Poissons et dérivés,Poissons,Viandes et dérivés,Surgelés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats préparés surgelés,Plats préparés à réchauffer au micro-ondes,Paëllas,Plats à base de mollusques",412.0,0.6,1.2,0.79,5.4,0.8,19.24114899,2,B,33,D,https://world.openfoodfacts.org/product/3248830724971,63.889,C
"Tagliatelles au Poulet 🐔, Champignons🍄Crème","WW,Weight Watchers","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Plats préparés,Frais,Plats à base de pâtes,Plats préparés frais,Plats à la volaille,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Plats préparés à faible teneur en matières grasses,Platss préparés",433.0,0.9,1.0,0.88,7.8,0.9,16.55,2,B,26,E,https://world.openfoodfacts.org/product/3166352940054,58.889,D
Aiguillettes de poulet au miel et aux épices semoule,Picard,"viandes-et-dérivés, surgelés, plats-préparés, viandes, poulet-et-dérivés, plats-préparés-à-la-viande, volailles, plats-à-base-de-semoule, poulets, plats-à-la-volaille, plats-préparés-surgelés, plats-au-poulet, plats-préparés-à-réchauffer-au-micro-ondes, plats-préparés-à-faible-teneur-en-matières-grasses, aiguillettes-de-poulet, fr:aiguillettes-de-poulet",517.0,0.3,4.9,0.35,8.4,4.7,41.30833333,-3,A,35,D,https://world.openfoodfacts.org/product/3270160862481,69.444,C
Quinoa poulet et sésame,"Jardin bio, Léa Nature","Conserves, Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Céréales préparées, Plats au poulet, Plats préparés à réchauffer au micro-ondes, Plats à base de quinoa",731.0,1.2,3.0,0.7,6.9,6.5,33.85,0,A,48,C,https://world.openfoodfacts.org/product/3478820003193,71.111,B
"Escalope Milanaise, Dinde 100% filet",Marie,"Viandes et dérivés, Plats préparés, Viandes, Frais, Plats à base de pâtes, Plats préparés à la viande, Volailles, Plats préparés frais, Plats à la volaille, Plats préparés à réchauffer au micro-ondes, Plats à la dinde, Escalopes milanaises aux spaghettis",670.0,0.9,2.6,0.65,7.9,1.2,21.12916667,1,B,34,D,https://world.openfoodfacts.org/product/3166352967907,65.0,C
Pastabox Carbonara,Sodebo,"Plats préparés,Frais,Plats à base de pâtes,Plats préparés frais,Pâtes instantanées,Plats préparés à réchauffer au micro-ondes,Pâtes à la carbonara,Box",695.0,3.7,1.9,0.66,7.1,1.2,0.25,6,C,54,C,https://world.openfoodfacts.org/product/3242272270256,64.444,C
Poulet & Purée de Courgettes pointe de crème fraîche,Fleury Michon,"Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats à la volaille,Plats au poulet,Plats préparés à réchauffer au micro-ondes",463.0,2.4,2.7,0.67,5.7,1.4,55.42,3,C,28,E,https://world.openfoodfacts.org/product/3302740975103,57.778,D
Poulet et petites pâtes sauce aux champignons,Picard,"Viandes et dérivés, Surgelés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Plats à la volaille, Plats préparés surgelés, Plats au poulet, Plats préparés à réchauffer au micro-ondes",546.0,2.1,1.0,0.59,7.8,1.1,20.15362793,2,B,42,D,https://world.openfoodfacts.org/product/3270160695881,63.889,C
Le Kebab de Poulet et sa Semoule à l'Orientale,Fleury Michon,"Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à base de semoule, Plats à la volaille, Plats au poulet, Plats préparés à réchauffer au micro-ondes",717.0,1.3,2.6,0.73,7.3,0.8,5.6525,3,C,28,E,https://world.openfoodfacts.org/product/3302748083022,57.778,D
"Lasagnes saumon, epinard",Picard,"Surgelés, Plats préparés, Plats à base de pâtes, Plats préparés au poisson, Lasagnes préparées, Lasagnes au poisson, Plats au saumon, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Lasagnes au saumon, Lasagnes surgelées, Lasagnes au saumon et épinards",427.0,1.9,1.7,0.7,6.3,1.5,26.01666667,3,C,46,C,https://world.openfoodfacts.org/product/3270160696871,67.778,C
Émincés de poulet conchiglie complètes et légumes à l'italienne,Picard,"aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-végétale, viandes-et-dérivés, surgelés, plats-préparés, pâtes-alimentaires, plats-préparés-à-la-viande, plats-à-la-volaille, plats-préparés-surgelés, plats-au-poulet, plats-préparés-à-réchauffer-au-micro-ondes, conchiglie, fr:plats-au-poulet, en:plats-préparés, en:plats-préparés-surgelés, en:plats-préparés-à-la-viande, en:plats-préparés-à-réchauffer-au-micro-ondes, en:plats-à-base-de-pâtes, en:plats-à-la-volaille, en:produits-à-la-viande, en:surgelés",413.0,0.7,2.7,0.32,7.9,3.1,47.02,-3,A,28,E,https://world.openfoodfacts.org/product/3270160862870,64.444,C
Tagliatelles à la carbonara,"Formule express, Picard","Viandes et dérivés, Surgelés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Plats au porc, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Pâtes à la carbonara, Tagliatelles à la carbonara",678.0,5.1,1.1,0.66,6.9,1.1,0.0,8,C,64,B,https://world.openfoodfacts.org/product/3270160634439,67.222,C
Saumon sauce oseille & son riz pilaf,"Lidl Stiftung & Co. KG,Toque du Chef","Plats préparés,Plats à base de pâtes,Plats préparés au poisson,Plats à base de riz,Plats au saumon,Plats préparés à réchauffer au micro-ondes,Saumon à l'oseille et riz,Saumon à l'oseille",628.0,2.0,0.7,0.7,7.1,0.6,13.35,3,C,48,C,https://world.openfoodfacts.org/product/20224042,67.778,C
Gratin de Choux-Fleurs au Jambon & à l'emmental,Fleury Michon,"Plats préparés, Gratins, Plats préparés à réchauffer au micro-ondes, Gratins de légumes, Gratins de choux-fleurs",414.0,3.5,2.21,0.71,7.5,1.0,46.33799438,3,C,75,A,https://world.openfoodfacts.org/product/3302744121025,77.778,A
Buddha Bowl Pâtes au basilic,Picard,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Surgelés,Plats préparés,Plats à base de pâtes,Salades composées,en:Combination Meals,Salades de pâtes,Plats préparés surgelés,Plats préparés d'origine végétale,Buddha Bowl,Salades de pâtes végétariennes,Plats préparés à réchauffer au micro-ondes",575.0,0.7,0.5,0.3,6.4,4.6,56.4825,-3,A,79,A,https://world.openfoodfacts.org/product/3270160861606,84.444,A
Tagliatelles au Poulet sauce Pesto,Fleury Michon,"Meats and their products, Meals, Pasta dishes, Meals with meat, Poultry meals, Meals with chicken, Microwave meals, en:pots",582.0,1.77,2.2,0.74,6.33,1.2,27.880625,3,C,23,E,https://world.openfoodfacts.org/product/3302740030901,57.778,D
"Émincés de poulet, tagliatelles complètes et légumes façon wok",Picard,"Viandes et dérivés, Surgelés, Plats préparés, Plats à base de pâtes, Plats préparés à la viande, Plats à la volaille, Plats préparés surgelés, Plats au poulet, Plats préparés à réchauffer au micro-ondes, Plats préparés à faible teneur en matières grasses",435.0,0.4,3.1,0.43,9.1,2.3,37.40292969,0,A,25,E,https://world.openfoodfacts.org/product/3270160726165,61.111,D
Ravioli chèvre et ciboulette,"Jardin bio, LÉA NATURE","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Ravioli, Plats préparés à réchauffer au micro-ondes, Pâtes farcies au fromage, Plats préparés d'origine végétale, Ravioli au fromage",366.0,0.6,4.9,0.54,3.0,1.8,40.07109375,2,B,75,A,https://world.openfoodfacts.org/product/3456300007992,78.889,A
Parmentier de canard confit,Fleury Michon,"Surgelés,Plats préparés,Plats préparés à la viande,Plats à la volaille,Plats au canard,Parmentiers de canard,Plats préparés à réchauffer au micro-ondes,Plats préparés à réchauffer au four traditionnel",515.0,3.33,2.2,1.92,7.33,1.1,11.5,13,D,27,E,https://world.openfoodfacts.org/product/3302740076466,50.0,E
Risotto au poulet et aux cèpes,Toque du Chef,"Meats and their products, Frozen foods, Meals, Meals with meat, Rice dishes, Poultry meals, Risottos, Meals with chicken, Microwave meals, Vegetable risottos, Chicken risottos, Mushrooms-risottos, en:mushroom-risottos",506.0,3.0,0.8,0.67,5.68,0.0,8.5,4,C,60,B,https://world.openfoodfacts.org/product/4056489194965,71.667,B
Saucisse de Toulouse aux Lentilles cuisinées,La Belle Chaurienne,"Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats au porc,Plats à base de lentilles,Plats préparés à réchauffer au micro-ondes,Saucisses aux lentilles,Plats préparés à réchauffer au bain-marie",653.0,3.2,0.2,0.7,9.4,2.4,20.9,4,C,69,B,https://world.openfoodfacts.org/product/3245362031959,71.667,B
Saumon et tagliatelles sauce à l'oseille Plat de la mer d'aucy 300g,D'aucy,"Conserves,Plats préparés,Plats à base de pâtes,Plats préparés au poisson,Plats au saumon,Plats préparés en conserve,Plats préparés à réchauffer au micro-ondes,Pâtes au poisson,Pâtes au saumon,Saumon à l'oseille, en:Combination Meals, en:Ready to eat combination meals",542.0,1.9,0.5,0.71,8.0,1.1,6.955,2,B,23,E,https://world.openfoodfacts.org/product/3017800132463,58.889,D
"Lasagnes Légumes Grillés, Mozzarella",Picard,"Surgelés, Plats préparés, Plats à base de pâtes, Lasagnes préparées, Plats préparés surgelés, Plats préparés à réchauffer au micro-ondes, Lasagnes aux légumes, Lasagnes surgelées, Lasagnes végétariennes",477.0,2.4,3.2,0.57,5.0,1.8,47.7,2,B,58,C,https://world.openfoodfacts.org/product/3270160813681,68.889,C
Colin d'Alaska à la bordelaise et riz aux légumes,"Formule express, Picard","Surgelés, Plats préparés, Plats préparés au poisson, Plats à base de riz, Plats préparés surgelés, Plats préparés au poisson blanc cuit, Plats préparés à réchauffer au micro-ondes, Poisson blanc à la bordelaise, Colin d'Alaska à la bordelaise, Plats à base de colin",623.0,3.5,0.9,0.74,6.0,0.6,11.5,5,C,34,D,https://world.openfoodfacts.org/product/3270160636914,60.556,D
"POULET BASQUAISE, RIZ ET COURGETTES WW 300G","WW, Weight watchers","Viandes et dérivés,Plats préparés,Plats préparés à la viande,Plats à base de riz,Plats à la volaille,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Poulets basquaise",419.0,0.4,1.8,0.76,6.5,0.9,50.2,1,B,26,E,https://world.openfoodfacts.org/product/3248830000655,60.0,D
La Paëlla de la Mer,Maison Briau,"Viandes et dérivés, Plats préparés, Frais, Plats préparés à la viande, Plats à base de riz, Plats préparés frais, Plats préparés à réchauffer au micro-ondes, Paëllas, Paellas-de-la-mer",621.0,0.8,0.2,0.71,6.9,1.8,21.6552908,2,B,32,D,https://world.openfoodfacts.org/product/3571492510003,63.889,C
Couscous,Picard,"Viandes et dérivés,Surgelés,Plats préparés,Plats préparés à la viande,Plats à base de semoule,en:Combination Meals,Plats à la volaille,Couscous préparés,Couscous à la viande,Plats préparés surgelés,Plats au poulet,Plats préparés à réchauffer au micro-ondes,Couscous au poulet,Couscous au mouton",511.0,1.0,0.5,0.71,6.9,1.9,25.02111072,2,B,18,E,https://world.openfoodfacts.org/product/3270160860753,58.889,D
Risotto au saumon & épinards à la crème,Fleury Michon,"Meals,Meals with fish,Rice dishes,Risottos,Microwave meals,Risotto with seafood,Salmon risottos",591.0,2.0,0.6,0.6,6.7,1.0,17.0578125,2,B,55,C,https://world.openfoodfacts.org/product/3302748093021,68.889,C
Le Saumon à l'oseille et son riz basmati,Fleury Michon,"Surgelés,Plats préparés,Plats préparés au poisson,Plats à base de riz,Plats au saumon,Plats préparés à réchauffer au micro-ondes,Saumon à l'oseille et riz,Saumon à l'oseille",662.0,1.6,0.9,0.67,8.1,0.5,2.1,2,B,24,E,https://world.openfoodfacts.org/product/3302740003837,58.889,D
"Spicy tomato, lentil and red pepper soup",By Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Vegetable soups",272.0,0.1,3.6,0.5,3.7,0.0,0.0,2,B,83,A,https://world.openfoodfacts.org/product/01498257,78.889,A
Knorr Soupe Déshydratée Forestière Champignons & Oignons 3 Portions,Knorr,"Plats préparés,Produits déshydratés,Produits lyophilisés à reconstituer,Soupes,Plats préparés déshydratés,Soupes déshydratées,Soupes aux champignons déshydratée",185.0,0.9,1.3,0.65,0.9,0.5,7.099667468,3,C,29,E,https://world.openfoodfacts.org/product/8718114807980,57.778,D
Lentil Dhal Soup,Sainsbury's,"Meals, Soups, en:vegetable-soups",238.0,0.999,1.401,0.47025,2.4,3.21,49.72025,0,A,85,A,https://world.openfoodfacts.org/product/01799095,81.111,A
Mouliné de 12 légumes,Liebig,Soupes de légumes,156.0,0.3,1.4,0.67,0.8,1.2,29.47281731,3,C,82,A,https://world.openfoodfacts.org/product/3036815431156,77.778,A
Cream of Tomato Soup,Heinz,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Meals, Soups, Tomatoes and their products, Cream soups, Vegetable soups, Cream of vegetable soups, Cream of tomato soups, en:tomato-soups",213.0,0.2,4.8,0.4925,0.8,0.6,89.0049235,-2,A,80,A,https://world.openfoodfacts.org/product/5000157062758,83.333,A
Cream of Mushroom  Soup,Heinz,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Meals,Mushrooms and their products,Soups,Cream soups,Reheatable soups,Cream of mushroom soups,Mushroom soups",222.0,0.4,2.2,0.6,1.6,0.1,6.0,2,B,50,C,https://world.openfoodfacts.org/product/5000157062697,68.889,C
Gazpacho l'original,Alvalle,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho",168.0,0.4,3.3,0.62,0.9,1.2,96.39,-2,A,81,A,https://world.openfoodfacts.org/product/5410188024647,83.333,A
Gratinée oignons et croûtons,royco,"Plats préparés,Produits déshydratés,Produits lyophilisés à reconstituer,Soupes,Plats préparés déshydratés,Soupes déshydratées,Soupes à l'oignon",146.0,0.7,0.6,0.85,0.6,0.2,29.00214844,4,C,72,B,https://world.openfoodfacts.org/product/3036812020704,71.667,B
Knorr Soupe Déshydratée Douceur de 9 Légumes 3 Portions,"DouceurⓇ, Knorr®","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Produits déshydratés, Produits lyophilisés à reconstituer, Soupes, Veloutés, Plats préparés déshydratés, Soupes de légumes, Veloutés de légumes, Soupes déshydratées",198.0,1.4,2.4,0.72,0.9,0.8,27.7,4,C,72,B,https://world.openfoodfacts.org/product/3011360023995,71.667,B
Knorr Soupe Déshydratée Douceur d'Asperges 3 Portions,"Knorr®, Unilever®","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Dried products,Dried products to be rehydrated,Soups,Cream soups,Dried meals,Vegetable soups,Cream of vegetable soups,Dehydrated soups,Cream of asparagus soups",260.0,2.0,0.8,0.72,1.2,0.5,8.525,4,C,73,B,https://world.openfoodfacts.org/product/3011360083302,71.667,B
Velouté tomates,ROYCO,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Meals,Dried products to be rehydrated,Soups,Dried meals,Vegetable soups,Dehydrated soups,Dehydrated tomato soup,fr:fabriqué en France",151.0,0.4,3.1,0.69,0.5,0.4,24.06552124,3,C,71,B,https://world.openfoodfacts.org/product/3036815424394,72.778,B
Nouilles de blé instantanées saveur poulet,Tien Shan,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Dried products,Pastas,Dried products to be rehydrated,Noodles,Soups,Dried meals,Instant noodles,Dehydrated soups,fr:Nouilles-asiatiques,fr:Soupes-de-nouilles",320.0,0.6,0.9,1.0,1.3,0.4,0.002109375,4,C,67,B,https://world.openfoodfacts.org/product/3229820783017,71.667,B
Soba Cup Noodles &quot;Teriyaki&quot;,Nissin,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Getrocknete Produkte, Fertiggerichte, Teigwaren, Getrocknete Produkte zur Rehydrierung, Nudeln, Suppen, Getrocknete Fertiggerichte, Instant-Nudeln, Instantsuppen, Instant Nudelsuppen",858.0,3.7,4.1,1.5,5.5,0.0,7.66171875,13,D,37,D,https://world.openfoodfacts.org/product/5997523313159,53.889,E
Bouillon volaille &vermicelles,RoycoCampbell's,"Plats préparés,Produits déshydratés,Produits lyophilisés à reconstituer,Soupes,Bouillons,Plats préparés déshydratés,Soupes à réchauffer,Soupes à la volaille,Soupes déshydratées,Soupes à la volaille et aux vermicelles,Bouillons de volaille,Soupes à la volaille et aux vermicelles à réchauffer",86.0,0.05,0.3,0.7,0.7,0.3,7.5,3,C,78,A,https://world.openfoodfacts.org/product/3036812050640,77.778,A
Velouté de potiron,Liebig,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Cream soups, Vegetable soups, Cream of vegetable soups, Cream of pumpkin soups",146.0,0.6,1.5,0.66,0.6,1.9,44.75,2,B,83,A,https://world.openfoodfacts.org/product/3036811366322,78.889,A
Délice de potiron châtaigne,Liebig,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes de potiron",132.0,0.3,1.7,0.66,0.6,1.0,39.525,3,C,82,A,https://world.openfoodfacts.org/product/3036815425513,77.778,A
Alvalle Gazpacho vert 1 L,Alvalle,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Vegetable soups,Cold soups,Gazpacho",145.0,0.3,2.3,0.4,1.1,0.8,55.31875,0,A,82,A,https://world.openfoodfacts.org/product/5410188026320,81.111,A
Soupe à la chinoise,Liebig,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes",88.0,0.1,0.5,0.75,0.5,0.5,17.4,3,C,89,A,https://world.openfoodfacts.org/product/3036811358112,77.778,A
Mian Tiao saveur boeuf - 85 g - Tien Shan,Tien Shan,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Produits déshydratés, Pâtes alimentaires, Produits lyophilisés à reconstituer, Nouilles, Soupes, Plats préparés déshydratés, Nouilles instantanées, Soupes déshydratées, Nouilles-asiatiques, Soupes-de-nouilles",348.0,1.8,0.9,0.8,2.0,0.6,0.3,5,C,67,B,https://world.openfoodfacts.org/product/3229820783031,70.556,B
Gazpacho salmorejo,"Alvalle, Pepsico","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Réfrigérés, Soupes de légumes, Soupes froides, Plats préparés réfrigérés, Gaspacho, Soupes réfrigérées, Soupes de légumes réfrigérées, Salmorejo",311.0,0.7,2.8,0.63,1.1,1.1,75.7325,1,B,83,A,https://world.openfoodfacts.org/product/5410188032161,80.0,A
Knorr Soupe Liquide Mouliné de Légumes Variés 1L,Knorr,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Cream soups, Reheatable soups, Vegetable soups, Cream of vegetable soups",108.0,0.2,1.3,0.67,0.8,1.0,0.0,3,C,82,A,https://world.openfoodfacts.org/product/8714100769362,77.778,A
Knorr Soupe Liquide Potiron Pointe de Muscade 450ml,Knorr,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Plats préparés, Soupes, Veloutés, Soupes à réchauffer, Soupes de légumes, Plats préparés en conserve, Veloutés de légumes, Soupes en conserve, Veloutés de potiron",170.0,1.2,2.6,0.66,0.6,1.0,45.078125,3,C,89,A,https://world.openfoodfacts.org/product/8711200350339,77.778,A
Spiced Lentil & Tomato Soup,M&S,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Vegetable soups, Dahl",180.0,0.1,2.2,0.4225,2.1,1.1,33.25042725,2,B,78,A,https://world.openfoodfacts.org/product/00851985,78.889,A
Velouté de Legumes du Soleil,Liebig,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Veloutés, Soupes de légumes, Veloutés de légumes, Veloutés de légumes du soleil",151.0,0.3,2.2,0.64,0.8,1.2,76.09863281,1,B,83,A,https://world.openfoodfacts.org/product/3036811460426,80.0,A
